"","AAPL","MSFT","CSCO","TMUS","UNH","JNJ","JPM","BAC","KO","DEO"
"2017-10-02",36.493931,70.107277,28.759804,61.52,183.454254,115.007324,83.286537,23.004404,38.170769,116.809631
"2017-10-03",36.652897,69.778389,28.845015,61.68,184.559967,115.778625,83.725174,23.219906,38.503052,117.371269
"2017-10-04",36.415646,70.182442,28.741879,61.5,186.2789,116.471001,82.873703,23.085217,38.767174,118.521255
"2017-10-05",36.868813,71.385193,28.8708,61.52,183.881653,116.733932,83.989655,23.462339,38.784222,118.360786
"2017-10-06",36.847469,71.413391,29.008327,62.41,184.030334,116.760216,83.842583,23.534172,38.758667,118.530174
"2017-10-09",36.975578,71.685875,29.01692,61.560001,182.394989,116.961769,83.401413,23.210924,38.690506,119.154205
"2017-10-10",36.989822,71.685875,28.836426,61.23,180.889755,117.356209,84.024269,23.282757,39.082424,120.527061
"2017-10-11",37.144051,71.808044,28.8708,61.18,181.42868,119.766434,83.773384,23.192965,39.278393,121.079811
"2017-10-12",37.013538,72.465782,28.587162,61.279999,179.254425,119.924187,83.038071,22.851763,39.286926,121.293739
"2017-10-13",37.248447,72.813469,28.76767,61.389999,178.882782,119.573586,82.925629,23.192965,39.346558,121.079811
"2017-10-16",37.934143,72.963821,28.827827,60.970001,179.514618,119.301926,84.638458,23.561106,39.721443,120.77668
"2017-10-17",38.074127,72.907417,28.879404,60.939999,189.447357,123.394928,84.448151,23.525192,39.636246,120.018921
"2017-10-18",37.90567,72.926208,28.836426,60.68,190.692429,123.298515,84.768219,23.776606,39.534008,120.865845
"2017-10-19",37.008801,73.208115,29.008327,61.509998,188.852753,124.490471,84.872009,23.866398,39.695889,121.20459
"2017-10-20",37.072868,74.053787,29.43808,60.459999,192.792358,124.80603,86.083115,24.396168,39.516968,120.625137
"2017-10-23",37.053886,74.072578,29.524025,61.470001,192.346329,125.875252,85.93605,24.387186,39.465843,121.20459
"2017-10-24",37.274548,74.100777,29.721718,62.279999,193.405609,124.139885,87.302872,24.854097,39.346558,120.16156
"2017-10-25",37.110836,73.884666,29.481054,61.93,192.857437,124.770912,87.389366,24.809204,39.235802,120.420097
"2017-10-26",37.348087,74.006813,29.455271,61.73,194.334763,124.288872,88.012238,24.907972,39.389172,120.598396
"2017-10-27",38.686287,78.752037,29.592787,62.950001,197.540421,124.262611,88.038185,24.961845,39.252838,121.703812
"2017-10-30",39.557041,78.827217,29.25758,59.580002,194.55777,122.702538,87.726761,24.782261,39.073917,121.739449
"2017-10-31",40.10751,78.160065,29.352127,59.77,195.328964,122.185394,87.034706,24.593708,39.176147,122.140648
"2017-11-01",39.597385,78.160065,29.756094,59.75,194.687851,122.684982,87.302872,24.719412,39.022781,119.840637
"2017-11-02",39.886841,78.97757,29.403702,58.299999,196.146622,122.641205,87.882462,25.024698,39.090958,120.339844
"2017-11-03",40.928452,79.062111,29.627176,58.91,197.791275,122.772636,87.726761,24.979805,39.167637,121.070869
"2017-11-06",41.343662,79.372215,29.575596,55.540001,197.094406,122.492165,87.181763,24.916952,38.741627,122.04258
"2017-11-07",41.476528,79.184288,29.567007,55.360001,197.633286,122.500946,85.425667,24.405142,39.142078,120.411186
"2017-11-08",41.815826,79.456787,29.65295,56.220001,195.839996,123.859459,84.465454,24.054958,39.346558,120.375526
"2017-11-09",41.730404,79.015129,29.266176,56,196.574036,123.009293,84.456795,23.785583,39.389172,120.669701
"2017-11-10",41.592285,78.808418,29.214611,56.799999,196.118805,122.31691,84.352982,23.803545,39.653294,121.249161
"2017-11-13",41.425613,78.864799,29.180225,56.439999,197.596115,122.492165,84.655746,23.704769,39.80666,121.195671
"2017-11-14",40.799362,78.97757,29.25758,56.540001,196.713425,122.255531,84.14537,23.561106,40.411594,121.61467
"2017-11-15",40.261211,78.363731,29.317751,56.689999,194.994476,121.913719,84.941238,24.054958,39.883343,120.429016
"2017-11-16",40.742214,78.571465,30.839081,59.799999,196.1745,121.712135,85.183456,24.028023,39.661804,121.266983
"2017-11-17",40.515995,77.815994,30.856266,60.02,195.031647,120.949615,84.897987,23.902311,38.946106,121.329407
"2017-11-20",40.475513,77.938751,31.371964,60.299999,195.356857,120.888275,85.650581,24.010061,38.733101,122.274353
"2017-11-21",41.227962,79.062553,31.500893,60.41,197.540421,121.247627,85.581375,24.001083,39.005749,122.951897
"2017-11-22",41.66135,78.486481,31.328999,61.349998,196.258179,120.327362,85.330513,23.938227,39.05687,122.684433
"2017-11-24",41.663719,78.628143,31.363369,61.68,197.456757,120.958382,85.053696,23.875378,39.090958,124.645691
"2017-11-27",41.454185,79.204208,31.689987,62.779999,197.354553,121.778481,84.716309,23.875378,39.10799,124.431717
"2017-11-28",41.211311,80.158005,32.429161,61.380001,200.829636,123.471581,87.683502,24.818178,39.048351,125.554985
"2017-11-29",40.356453,78.703682,32.214291,61.830002,207.092224,123.286392,89.733727,25.392841,38.767174,124.039474
"2017-11-30",40.920799,79.487511,32.059566,61.07,212.723282,122.863129,90.417114,25.401857,39.316948,123.442177
"2017-12-01",40.730312,79.57251,32.317432,60.900002,211.427399,123.436287,90.650703,25.338734,39.488743,124.110786
"2017-12-04",40.432652,76.569427,32.42057,60.240002,206.430237,122.58094,92.519249,26.204403,39.712101,124.71698
"2017-12-05",40.394562,77.051056,32.068169,60.959999,205.190308,123.162895,91.455215,26.087172,39.737862,124.832886
"2017-12-06",40.244549,78.17485,32.154118,62.119999,205.050476,124.388649,90.771812,25.82567,39.901073,127.097237
"2017-12-07",40.318359,77.90097,32.145519,61.919998,205.246246,123.462738,90.503639,25.951916,39.325531,126.018539
"2017-12-08",40.330254,79.478081,32.326023,62.540001,208.751724,123.974182,91.636887,26.195385,38.921806,126.428604
"2017-12-11",41.116055,80.488556,32.626846,63.07,207.688904,124.459167,91.368698,26.096195,38.938984,126.294907
"2017-12-12",40.88509,80.819077,32.58387,63.48,207.427856,125.746666,92.432739,26.438845,38.904625,125.349937
"2017-12-13",41.020809,80.601883,32.790154,63.830002,209.161942,126.00238,91.273544,26.00602,39.428623,126.0364
"2017-12-14",41.0089,79.978615,32.575283,62.560001,206.271729,124.90892,90.538239,25.90683,39.540295,126.446449
"2017-12-15",41.425613,82.018433,32.824528,62.66,206.803238,125.62323,91.818542,26.186367,39.677734,126.178993
"2017-12-18",42.009007,81.574593,33.073784,63.470001,207.595642,125.041199,92.527901,26.583126,39.454391,127.302269
"2017-12-19",41.561333,81.055161,32.919079,63.639999,207.00827,125.023575,92.138603,26.556078,39.62619,126.660408
"2017-12-20",41.516098,80.762421,33.297264,62.900002,207.325287,124.476837,91.818542,26.583126,39.583244,127.025902
"2017-12-21",41.673248,80.743515,33.116764,63.52,206.681976,124.388649,93.28051,26.889719,39.170906,127.364662
"2017-12-22",41.673248,80.752968,33.133953,63.619999,205.106415,123.559715,92.951775,26.943823,39.162331,127.730171
"2017-12-26",40.616001,80.649086,33.073784,63.790001,204.733505,123.533333,92.579803,26.853649,39.351318,127.828224
"2017-12-27",40.623146,80.941841,33.142551,64.110001,205.497971,123.956604,92.752808,26.808565,39.454391,128.256134
"2017-12-28",40.73745,80.951294,33.168331,64.349998,207.688904,123.947739,93.245903,26.871683,39.274002,129.049545
"2017-12-29",40.296913,80.781311,32.919079,63.509998,205.535294,123.206993,92.510612,26.619196,39.411446,130.181717
"2018-01-02",41.018421,81.168488,33.400398,64.040001,206.187866,122.774948,93.384331,26.961857,39.119381,129.37941
"2018-01-03",41.011284,81.546249,33.666851,63.610001,208.35083,123.947739,93.479454,26.871683,39.033478,129.762711
"2018-01-04",41.201771,82.263977,33.762108,63,209.255157,123.938919,94.818642,27.22336,39.583244,129.013901
"2018-01-05",41.670876,83.283875,34.229691,64.599998,213.245392,124.96183,94.209923,27.349609,39.574657,129.20108
"2018-01-08",41.516098,83.368881,34.584717,65.099998,209.544174,125.120583,94.349052,27.16024,39.514523,129.218918
"2018-01-09",41.511326,83.312225,34.368244,65.599998,210.588303,127.10466,94.827324,27.295502,39.712101,128.7108
"2018-01-10",41.501808,82.934471,34.558739,63.889999,209.022049,126.954727,95.870811,27.547985,39.574657,128.247223
"2018-01-11",41.737553,83.180016,34.723263,63.84,210.131531,127.677826,96.383865,27.647173,39.548882,128.363113
"2018-01-12",42.168537,84.615448,35.390022,63.68,213.161514,128.533157,97.975182,28.125095,39.643379,129.013901
"2018-01-16",41.954243,83.434982,35.104275,62.970001,217.133102,129.503189,97.627373,28.170181,39.969791,127.605347
"2018-01-17",42.64716,85.125412,35.675774,63.759998,222.288727,129.608978,98.253448,28.116077,40.218914,129.343735
"2018-01-18",42.685265,85.087608,35.762363,62.880001,226.698532,129.556107,98.488251,28.386593,40.270458,129.397202
"2018-01-19",42.494774,84.993187,35.753712,63.709999,226.875671,129.944092,98.270836,28.603016,40.510971,129.477463
"2018-01-22",42.147118,86.513611,36.074104,63.939999,227.071426,130.631866,99.418694,28.801394,40.699951,129.539871
"2018-01-23",42.156643,86.787491,36.455101,64.529999,228.609741,125.067642,99.314339,28.783358,40.76009,130.261917
"2018-01-24",41.485142,86.711952,36.515717,65,228.274109,125.279289,100.583923,28.936657,41.086514,128.97821
"2018-01-25",40.744587,87.19355,36.281914,64.389999,228.581741,127.333916,100.610001,28.936657,41.095104,129.20108
"2018-01-26",40.83984,88.827332,36.853424,65.279999,231.649017,128.154007,101.149139,29.035851,41.68782,129.281342
"2018-01-29",39.994518,88.695129,37.104534,64.599998,230.660828,126.698997,101.044792,29.107985,40.974842,126.455376
"2018-01-30",39.758774,87.580757,36.584984,64.760002,220.629242,125.596725,100.096947,28.747288,40.725727,127.061554
"2018-01-31",39.868309,89.724472,35.970184,65.099998,220.750458,121.857864,100.583923,28.855497,40.880356,128.33638
"2018-02-01",39.951656,89.016205,36.108734,63.790001,219.296066,123.471581,101.627411,29.306364,40.76009,127.837135
"2018-02-02",38.218143,86.674156,35.441975,63.59,216.182175,121.408119,99.375198,28.810413,40.141602,126.303787
"2018-02-05",37.263294,83.104446,33.580242,61.540001,205.125076,114.979713,94.609924,27.286482,38.56102,120.464691
"2018-02-06",38.820587,86.249191,34.783878,60.849998,209.93573,116.249512,97.48822,28.134111,38.37204,122.15847
"2018-02-07",37.989552,84.624878,34.931084,62.060001,210.53244,115.887962,98.149117,28.179197,38.277554,121.133286
"2018-02-08",36.94421,80.280785,33.571594,58.880001,201.806061,111.425995,93.809929,26.817581,37.023384,120.108078
"2018-02-09",37.39608,83.274437,34.229691,59.200001,206.001434,114.221344,95.688202,27.349609,37.04916,120.544914
"2018-02-12",38.902359,84.171593,35.156219,58.119999,210.411179,114.873886,97.166481,28.061974,37.770729,121.810783
"2018-02-13",39.292061,84.832657,35.701752,57.689999,211.296906,114.600517,97.766479,28.116077,37.959717,122.194138
"2018-02-14",40.016514,86.160965,36.446442,58.619999,213.292007,114.34481,100.027382,28.855497,37.882389,123.504593
"2018-02-15",41.360203,87.916267,38.169617,60.439999,210.718887,115.720421,100.444778,29.044865,38.46653,125.12709
"2018-02-16",41.226311,87.290062,38.386093,60.060001,213.842087,117.413498,99.723038,28.828445,38.638325,125.251862
"2018-02-20",41.087639,87.97319,38.152294,60.509998,211.315536,115.402977,99.749138,28.792379,37.78791,123.941406
"2018-02-21",40.901161,86.806168,37.502865,59.419998,209.889084,114.556427,100.166504,28.738276,37.229553,123.112358
"2018-02-22",41.243057,87.03389,37.182476,58.73,211.716415,114.556427,99.983917,28.575964,37.384178,123.160095
"2018-02-23",41.960323,89.244591,38.100338,60.060001,214.578552,116.417076,102.010033,28.882555,37.83086,125.276855
"2018-02-26",42.789955,90.534973,39.277988,61.110001,218.214569,117.206902,103.279594,29.234224,37.822273,125.57412
"2018-02-27",42.651279,89.377434,39.0009,59.939999,216.778854,116.851898,102.053505,29.153074,37.470081,123.430313
"2018-02-28",42.586739,88.969444,38.775753,60.610001,210.849411,115.263367,100.436096,28.945671,37.126476,122.178276
"2018-03-01",41.840778,88.096535,37.927155,61.900002,209.255157,112.955956,98.636063,28.493113,37.306858,120.502846
"2018-03-02",42.130066,88.286293,38.152294,62.470001,209.945068,114.322647,98.540421,28.628885,37.555977,119.611107
"2018-03-05",42.275909,88.846092,38.550621,62.950001,212.919128,115.183495,100.05349,29.081448,37.702011,120.637978
"2018-03-06",42.240055,88.542473,38.35146,63.560001,210.868042,113.790161,100.140442,29.063347,37.73637,120.187592
"2018-03-07",41.847946,89.054855,38.273525,64.559998,211.884247,114.517891,99.76651,29.126696,37.641876,119.737213
"2018-03-08",42.304607,89.59565,38.394749,65.059998,210.209915,117.198021,99.775215,29.144802,38.183052,122.286362
"2018-03-09",43.031448,91.597633,39.286652,65.25,210.864685,118.74221,102.644798,29.615463,38.500889,122.74572
"2018-03-12",43.447464,91.815834,39.44252,64.550003,208.376556,117.703888,102.314377,29.724077,38.251781,123.069992
"2018-03-13",43.029053,89.576668,39.104809,64.980003,212.277115,119.230324,101.088264,29.289618,38.286129,121.790947
"2018-03-14",42.663246,89.045341,39.208717,64.779999,210.817886,117.428764,99.957809,29.090492,37.939491,122.25032
"2018-03-15",42.713455,89.358444,39.25201,64.709999,214.653,118.085464,100.209999,29.054287,37.844177,122.2323
"2018-03-16",42.562824,89.75695,38.974915,64.760002,213.137665,118.635696,100.383911,29.117645,37.662174,122.403465
"2018-03-19",41.912498,88.134468,38.334141,63.220001,210.509201,115.582848,99.592583,28.945673,37.488869,121.781921
"2018-03-20",41.898151,88.362206,38.420727,62.779999,212.127411,116.44368,99.688248,28.945673,37.402206,121.808952
"2018-03-21",40.948956,87.745483,38.368778,62.59,208.423279,116.425934,99.775215,28.846113,37.263554,120.394768
"2018-03-22",40.370361,85.193199,37.29504,61.25,201.304993,113.044701,95.60994,27.651356,37.055573,119.755234
"2018-03-23",39.435535,82.71682,36.732193,59.740002,198.816864,111.021294,93.053383,26.402294,36.682941,118.971581
"2018-03-26",41.307606,88.978935,38.152294,61.389999,204.915588,113.053574,95.922989,27.551794,36.994904,121.286514
"2018-03-27",40.248425,84.889587,36.957336,60.34,203.877304,112.893852,94.062088,26.719082,37.168224,119.818283
"2018-03-28",39.803722,84.813675,36.074104,60.869999,204.382416,113.106842,93.914246,26.601419,37.540867,121.700859
"2018-03-29",40.114544,86.597404,37.139172,61.040001,200.173187,113.72805,95.627335,27.144489,37.636185,121.98008
"2018-04-02",39.85154,83.988213,35.511253,59.619999,203.166397,110.542068,93.783821,26.529009,36.977573,120.403763
"2018-04-03",40.260387,85.117287,35.831646,59.59,210.06958,113.905556,95.070793,26.782444,37.592857,121.268486
"2018-04-04",41.030251,87.603142,35.962578,59.75,214.007584,115.733711,96.514305,27.044926,38.338131,124.123901
"2018-04-05",41.314777,87.650581,36.50375,59.810001,214.269531,115.999954,97.781578,27.443176,38.47678,125.826332
"2018-04-06",40.257992,85.610664,35.552319,59.650002,209.48967,113.68367,95.343132,26.818649,38.060825,125.35791
"2018-04-09",40.657276,86.123024,35.936386,59.740002,208.339111,114.908371,96.488083,27.035877,37.982834,126.934235
"2018-04-10",41.422363,88.125,37.106041,63.130001,212.136795,115.591736,98.332184,27.587994,38.121483,128.744751
"2018-04-11",41.228695,87.157227,37.036205,62.919998,207.562729,115.041504,96.680351,27.063026,38.121483,127.339577
"2018-04-12",41.635151,88.789169,37.830532,63.02,209.751556,115.75148,99.083839,27.741869,38.156147,127.411652
"2018-04-13",41.776218,88.314751,37.533749,61.950001,209.788971,115.920067,96.400688,26.972517,38.572109,127.907051
"2018-04-16",42.036831,89.348953,37.795609,62.75,215.438736,116.931763,96.322021,27.090181,38.719429,127.087379
"2018-04-17",42.615429,91.151688,38.921631,63.02,223.136963,115.849091,96.322021,27.189747,38.892754,125.898376
"2018-04-18",42.519775,91.502747,38.956551,62.900002,221.125885,113.346451,95.544167,26.728134,38.572109,125.907379
"2018-04-19",41.314777,91.189636,38.895439,63.25,220.527206,113.19558,97.641731,27.316462,38.398796,125.466019
"2018-04-20",39.622005,90.136482,38.485191,63.09,219.872467,112.405739,97.423241,27.38887,37.904835,124.114868
"2018-04-23",39.507259,90.468544,38.62484,62.290001,219.198975,112.556602,96.951286,27.443176,38.112816,123.628464
"2018-04-24",38.95734,88.352722,38.179688,62.580002,219.086716,111.988632,96.496803,27.325512,37.324203,123.619469
"2018-04-25",39.127106,87.584167,38.1535,63.93,219.722778,112.494499,96.129745,27.280258,36.769592,123.952751
"2018-04-26",39.263378,89.434357,38.589931,64.099998,221.715179,113.603798,96.225883,27.216898,37.046906,125.339905
"2018-04-27",38.809105,90.91449,39.026379,64.519997,224.661636,113.834557,95.614075,27.28931,37.5322,126.871201
"2018-04-30",39.512035,88.732239,38.659767,60.509998,221.125885,112.254875,95.072205,27.081129,37.445538,127.871033
"2018-05-01",40.430134,90.136482,39.131126,59.43,221.546829,111.828896,95.072205,27.108284,36.908245,127.735901
"2018-05-02",42.216145,88.722748,38.28442,56.970001,218.375839,109.601357,94.320595,26.773388,36.448956,126.537926
"2018-05-03",42.292652,89.254082,38.790707,55.919998,219.021225,109.184265,93.72628,26.429443,36.301628,127.465675
"2018-05-04",43.951942,90.288269,39.54137,57.259998,220.658188,110.213707,94.766319,26.519957,36.708939,129.303223
"2018-05-07",44.269924,91.293999,39.916702,56.540001,218.675186,109.681244,95.587875,26.827696,36.518284,129.357269
"2018-05-08",44.482719,90.904991,39.89925,55.580002,217.038239,108.811523,97.003723,27.090181,36.232311,129.6185
"2018-05-09",44.795925,91.977142,40.187305,56.32,214.400421,109.610237,99.11879,27.805223,36.206303,129.762619
"2018-05-10",45.436687,92.897484,40.414249,56.849998,218.609695,111.243164,99.887878,27.959097,36.552948,129.798645
"2018-05-11",45.263878,92.69825,40.091286,56.389999,222.884415,112.920464,99.512047,27.986248,36.518284,130.330093
"2018-05-14",45.158268,93.011337,39.890522,56.459999,227.205902,111.873268,99.547028,28.167274,36.431625,130.149918
"2018-05-15",44.747852,92.337708,39.69849,56.369999,224.025589,111.04792,98.786644,28.257778,36.154316,130.077881
"2018-05-16",45.16547,92.575912,39.419174,56.529999,226.102158,111.243164,99.057587,28.112967,36.006985,131.320923
"2018-05-17",44.87986,91.651596,37.935276,56.68,227.262039,109.911972,98.725487,27.886686,36.656933,131.762268
"2018-05-18",44.716648,91.823105,37.717052,56.93,228.833496,110.258087,97.126083,27.38887,36.552948,131.023666
"2018-05-21",45.033463,93.004745,38.188416,57.189999,231.882828,109.796608,98.017555,27.651356,36.752262,131.257858
"2018-05-22",44.920666,92.909447,38.101124,57.18,229.338577,109.077759,98.769188,27.959097,36.613602,131.618134
"2018-05-23",45.208675,94.014832,38.127316,57.02,228.478012,109.556976,98.314705,27.551794,36.743599,130.64534
"2018-05-24",45.158268,93.681297,38.031288,56.98,227.046875,108.492043,97.213478,27.343615,36.674271,131.969452
"2018-05-25",45.261486,93.728966,37.760696,56.59,229.123474,108.599319,96.715309,27.298357,36.743599,131.81633
"2018-05-29",45.09827,93.395439,37.507565,56.619999,226.523071,106.748657,92.58136,26.212215,36.986244,131.257858
"2018-05-30",45.00227,94.291168,37.402813,56.330002,229.114075,108.152306,94.696396,26.691929,37.376213,131.564117
"2018-05-31",44.851067,94.18634,37.280617,55.700001,225.905685,106.945343,93.525253,26.392017,37.263554,131.97847
"2018-06-01",45.659897,96.044548,38.109848,56.869999,227.626831,108.411575,94.740097,26.719194,37.367542,130.456192
"2018-06-04",46.041512,96.883095,38.040016,57.119999,228.824112,109.028458,94.783798,26.719194,37.688187,132.870193
"2018-06-05",46.396732,97.378632,38.11858,57.16,228.637054,108.608276,94.250671,26.464725,37.358879,132.410828
"2018-06-06",46.557541,97.664497,38.633575,57.599998,232.584366,109.779465,96.45311,27.300837,37.662174,132.050537
"2018-06-07",46.432747,96.13031,38.101124,57.82,232.893066,110.26223,96.837669,27.346277,37.644852,129.870712
"2018-06-08",46.010311,96.844994,37.95274,57.799999,234.483215,110.914902,97.108604,27.273573,38.086823,131.843323
"2018-06-11",45.897507,96.292297,38.136032,57.990002,237.382935,109.663239,96.863892,27.319012,38.242805,133.113419
"2018-06-12",46.149525,96.540062,38.354244,58.09,237.195847,109.555954,96.304535,27.173597,38.485447,132.5009
"2018-06-13",45.770302,96.101723,38.415359,58.68,236.531738,109.636398,96.112274,27.119072,38.286125,133.482727
"2018-06-14",45.7943,96.644882,39.008911,59.529999,238.832748,109.43972,94.416725,26.810076,38.102535,133.293564
"2018-06-15",45.323872,95.415604,38.62484,60.009998,240.287766,109.618538,94.303108,26.610136,38.57465,133.825027
"2018-06-18",45.299881,96.111244,38.589931,60.360001,239.245819,108.465202,94.547821,26.719194,38.076302,131.239822
"2018-06-19",44.567852,96.111244,38.249512,60.540001,237.509201,109.582779,93.997215,26.591959,38.12001,130.501236
"2018-06-20",44.762249,97.0737,38.179688,60.34,237.312103,109.108932,93.98848,26.573782,37.822746,129.753601
"2018-06-21",44.512638,96.378067,37.673409,60,236.448471,108.581429,93.962257,26.619225,37.674114,130.357117
"2018-06-22",44.383034,95.682442,37.708328,60.790001,238.776489,109.82415,92.424049,26.346579,37.814011,131.456024
"2018-06-25",43.723007,93.757545,36.914009,59.73,235.34082,109.600647,91.585022,25.88308,38.102535,128.753784
"2018-06-26",44.265427,94.415054,37.140957,59.700001,234.458466,109.386086,91.646202,25.937614,37.883961,128.663681
"2018-06-27",44.200634,92.947556,36.948933,59.34,232.956528,108.72448,90.230354,25.664967,37.65662,128.060165
"2018-06-28",44.522236,93.986252,37.48138,59.860001,229.886963,109.073174,91.707359,26.055761,38.006359,129.708557
"2018-06-29",44.428631,93.967194,37.559937,59.75,230.300003,108.483086,91.069351,25.61953,38.347336,129.71759
"2018-07-02",44.925461,95.301262,37.367905,59.91,232.308807,108.697662,91.838478,25.701319,38.25116,128.015137
"2018-07-03",44.143024,94.386475,37.245697,59.139999,231.839523,109.707932,90.553711,25.246908,38.460995,129.339249
"2018-07-05",44.498241,95.063049,37.439236,60.060001,235.143707,111.755287,91.142464,25.374144,39.046791,131.086731
"2018-07-06",45.115067,96.397141,37.571178,61.139999,235.387756,112.425812,91.441223,25.474117,39.029297,131.131744
"2018-07-09",45.741497,97.054626,37.535992,61.34,238.119385,112.694046,94.27076,26.40111,38.819462,131.113724
"2018-07-10",45.686298,97.311913,37.703133,61.18,239.87471,113.883102,93.690796,26.201172,39.317829,132.563965
"2018-07-11",45.093475,97.17852,37.448029,60.18,238.983002,112.863899,93.488693,26.064848,39.160442,131.501099
"2018-07-12",45.84951,99.284454,38.336506,61.580002,240.35347,114.222855,93.892891,26.146637,39.055534,132.843216
"2018-07-13",45.921513,100.466087,36.753082,61.68,242.841034,112.586746,93.462326,25.946697,39.116726,133.626846
"2018-07-16",45.820713,99.970566,37.386448,61.630001,241.226471,111.478142,97.170593,27.064545,39.107983,132.2397
"2018-07-17",45.95031,100.961609,37.245701,61.209999,234.946564,115.429817,97.100311,27.273573,39.562626,133.446686
"2018-07-18",45.698296,100.170677,37.131344,60.52,239.762085,114.258606,98.005386,27.382626,39.448975,133.401657
"2018-07-19",46.053524,99.484581,37.298485,59.41,237.424759,112.595695,96.564255,26.964575,39.440228,133.852036
"2018-07-20",45.947922,101.266518,36.95541,59.25,237.208817,112.515244,97.785721,27.382626,39.588856,136.085907
"2018-07-23",45.988716,102.886475,36.999386,58.360001,237.246368,113.21257,99.604691,27.946095,39.300339,134.518585
"2018-07-24",46.322323,102.591072,37.28968,58.779999,238.203842,115.653305,100.307671,28.018801,39.571373,134.374451
"2018-07-25",46.759155,105.611816,37.967037,58.830002,239.23642,114.99173,101.212776,28.236916,40.29705,135.977798
"2018-07-26",46.612751,104.458809,38.292519,59.369999,241.245224,116.475845,100.922798,28.118776,40.428192,133.212509
"2018-07-27",45.837502,102.610146,37.448029,59.610001,240.259583,117.611259,101.959702,28.227827,40.40197,133.554794
"2018-07-30",45.580704,100.408905,37.096161,59.82,238.278961,118.165573,102.574814,28.45503,40.419464,131.996445
"2018-07-31",45.671894,101.085472,37.201717,60,237.696945,118.478493,101.010658,28.064243,40.769176,132.654037
"2018-08-01",48.362431,101.276062,36.82346,59.360001,237.837799,118.585785,101.634567,28.400503,40.559349,132.356796
"2018-08-02",49.776104,102.505333,37.412838,62.18,240.381638,117.343071,102.065155,28.427769,40.375736,132.07756
"2018-08-03",49.920109,102.953178,37.676746,61.549999,241.451721,117.968895,102.891151,28.636797,40.760437,132.699066
"2018-08-06",50.179321,103.038948,38.090195,66.300003,241.019943,118.031471,102.917526,28.645885,40.786671,131.717224
"2018-08-07",49.7089,103.753647,38.336506,65.330002,241.855377,117.530807,103.295387,28.636797,40.655518,131.663208
"2018-08-08",49.742508,104.33493,38.565224,65.5,242.944305,117.271507,103.506264,28.900352,40.34951,131.438019
"2018-08-09",50.13372,104.506447,38.512447,64.970001,245.553833,117.29834,102.706612,28.718586,40.524376,131.575134
"2018-08-10",49.984394,103.867996,38.512447,64.980003,244.399216,116.896042,101.696091,28.345974,40.288307,130.350235
"2018-08-13",50.307137,103.115196,38.48605,65.699997,244.915558,116.422188,100.079208,27.700712,40.069733,130.350235
"2018-08-14",50.519085,104.401619,38.705971,65.959999,247.328018,115.778481,100.747047,27.98245,40.122189,130.999252
"2018-08-15",50.637104,102.985901,38.582821,65.410004,244.633911,116.609955,99.912239,27.59166,40.288307,128.640869
"2018-08-16",51.378948,102.966751,39.726402,65.980003,246.971283,118.442719,100.852509,27.918833,40.410717,129.152756
"2018-08-17",52.404972,102.909355,40.350971,65.900002,246.248459,120.221848,100.852509,27.937008,40.742954,130.057739
"2018-08-20",51.894367,102.230209,40.658867,65.839996,246.31424,122.376518,100.720688,28.055151,40.856613,130.661041
"2018-08-21",51.793209,101.37883,40.271805,66.510002,245.647736,121.008629,101.3358,28.191475,40.410717,129.902359
"2018-08-22",51.795616,102.411942,40.456539,65.809998,244.755981,120.347046,101.028244,28.155125,40.157162,129.820053
"2018-08-23",51.901596,102.890221,40.482925,65.209999,245.394287,120.794052,100.817329,28.027891,39.95607,128.741425
"2018-08-24",52.062962,103.693779,40.74683,65.410004,248.078964,121.545021,100.773399,28.073332,39.894867,129.317307
"2018-08-27",52.49168,104.841675,40.984344,65.800003,250.707275,121.428047,102.557251,28.45503,39.947323,129.774353
"2018-08-28",52.915585,105.473015,41.301033,65.589996,252.049667,120.888031,102.056343,28.418676,39.667545,128.832855
"2018-08-29",53.705585,107.156578,41.767258,65.980003,252.509613,121.374069,101.722443,28.300529,39.632584,129.893204
"2018-08-30",54.199329,107.08963,41.476974,66.010002,251.937027,121.455048,101.22155,28.18239,39.300339,129.02478
"2018-08-31",54.825558,107.45314,42.022369,66.040001,252.002716,121.221054,100.685539,28.109676,38.968098,127.434273
"2018-09-04",55.001381,106.860054,41.987186,65.769997,252.049667,120.348038,101.186417,28.300529,39.134212,127.507401
"2018-09-05",54.642506,103.779854,41.582539,65.709999,251.232956,122.274033,100.694313,28.336885,39.676281,127.297173
"2018-09-06",53.734489,104.018982,41.591331,65.519997,253.973816,123.183083,100.263725,28.172508,40.017277,127.49826
"2018-09-07",53.300953,103.512001,41.388992,64.389999,252.683441,123.588081,100.457054,28.181641,39.97356,126.995499
"2018-09-10",52.585617,104.63121,41.40659,65.559998,244.630539,123.489059,99.921021,28.145107,40.270828,127.845634
"2018-09-11",53.915138,106.410454,41.371399,65.910004,245.864349,124.659081,100.553719,28.172508,40.235847,127.516571
"2018-09-12",53.245552,106.860054,41.248257,67.919998,247.399628,125.424049,99.367432,27.788961,40.428192,127.333733
"2018-09-13",54.531719,108.007957,41.556137,68.480003,250.055603,125.901062,99.754059,27.524132,40.410564,127.397697
"2018-09-14",53.91272,108.447975,41.696892,68.25,249.886108,125.541023,99.736511,27.734165,40.551636,128.366638
