"","AAPL","MSFT","CSCO","TMUS","UNH","JNJ","JPM","BAC","KO","DEO"
"2018-09-17",52.477226,107.271385,41.441792,67.419998,248.5298,125.96405,100.035286,27.651979,40.842617,126.830956
"2018-09-18",52.563942,108.294937,41.749664,68.489998,247.983551,126.486015,100.439491,27.588053,40.498749,126.602432
"2018-09-19",52.595253,106.850487,41.591331,68.349998,249.904953,126.414085,103.356888,28.309488,40.525192,125.715752
"2018-09-20",52.995064,108.63929,41.987186,69.129997,250.903366,127.782051,104.244415,28.482996,41.124786,128.750595
"2018-09-21",52.42424,109.299355,42.717323,69.07,251.167053,128.592026,103.559006,28.336884,41.071877,129.116241
"2018-09-24",53.178108,109.691544,42.611752,68.919998,251.81691,126.423065,102.566017,28.072056,40.622185,128.320938
"2018-09-25",53.515316,109.481087,42.638149,69.449997,248.19075,124.776077,102.276047,28.008127,40.278301,128.723145
"2018-09-26",53.088993,109.031509,42.585365,68.790001,247.625626,124.344063,101.072174,27.514994,40.428192,129.746933
"2018-09-27",54.180069,109.442833,42.514992,70.489998,249.264465,124.398048,100.632805,27.34149,40.569271,129.646378
"2018-09-28",54.370346,109.404564,42.79649,70.18,250.57373,124.353096,99.156532,26.903145,40.727989,129.500137
"2018-10-01",54.736439,110.590736,42.990021,70.25,253.45578,125.721077,99.736511,27.076653,40.763268,131.456299
"2018-10-02",55.222965,110.150711,43.113182,69.720001,254.896851,126.432045,100.149498,27.012732,41.010151,130.606201
"2018-10-03",55.894951,110.16983,43.227531,68.980003,255.151138,125.127045,101.089752,27.396278,40.445831,130.670181
"2018-10-04",54.912273,107.893143,42.84671,68.949997,252.721115,125.415054,102.00119,27.788961,40.428192,128.832855
"2018-10-05",54.021111,107.261818,42.625309,68.589996,253.549927,125.190033,101.426003,27.606316,40.454655,128.055862
"2018-10-08",53.895859,106.037399,42.085072,68.82,253.371017,125.45105,102.045418,27.642847,40.983704,128.933411
"2018-10-09",54.642506,107.386185,42.058502,68.459999,254.407059,125.280067,101.337509,27.378019,40.904339,128.366638
"2018-10-10",52.111134,101.551018,40.411232,66.629997,247.785751,123.957039,98.638603,26.70224,40.278301,123.567635
"2018-10-11",51.651108,101.311859,39.073933,66.209999,242.172211,120.456039,95.683067,25.898617,39.361279,120.605972
"2018-10-12",53.496044,104.812965,40.482086,68.379997,244.517441,120.483055,94.638901,25.989935,39.396545,122.269623
"2018-10-15",52.351986,102.928474,39.561028,67.620003,245.120239,120.555069,94.099106,25.496801,39.59935,121.913132
"2018-10-16",53.505672,106.180893,40.579502,68.940002,256.72406,122.90406,96.116676,26.053862,40.110775,124.344604
"2018-10-17",53.27446,105.903473,40.68578,69.080002,251.760437,125.514099,97.187378,26.391748,40.437019,123.60421
"2018-10-18",52.029247,103.789413,40.260677,68.769997,251.298965,125.550049,95.647675,25.798162,40.216587,124.655418
"2018-10-19",52.821648,103.942474,40.154404,69.75,249.876678,125.145073,95.488403,25.862089,40.851437,128.330109
"2018-10-22",53.144405,104.870361,40.526363,69.510002,246.947525,124.812042,94.116806,25.00367,40.534004,127.306313
"2018-10-23",53.64537,103.406784,40.225246,69.279999,249.46225,125.037025,93.13459,24.674915,40.877892,127.781616
"2018-10-24",51.805248,97.877716,39.029659,65.709999,241.418777,123.723045,91.4002,23.916954,41.204144,125.331841
"2018-10-25",52.939674,103.598122,40.269547,66.32,248.878311,124.623062,92.789497,24.282236,41.010151,125.523819
"2018-10-26",52.096687,102.316261,39.189064,65.110001,243.170609,123.273079,91.515228,24.09959,40.489922,126.163658
"2018-10-29",51.118813,99.341301,38.825958,64.910004,241.607132,123.795074,92.78064,24.300503,40.966064,125.048454
"2018-10-30",51.374123,99.226517,39.481323,63.919998,243.264786,126.675064,94.417686,24.455748,41.997715,125.331841
"2018-10-31",52.713264,102.172775,40.517517,68.550003,246.156326,125.991058,96.470619,25.113258,42.218159,126.291656
"2018-11-01",53.522541,101.321426,40.428947,68.879997,245.760757,126.738052,96.435234,25.396351,42.094707,126.949799
"2018-11-02",49.972355,101.551018,40.278389,68.510002,245.836075,126.612045,95.904297,25.469408,42.323952,124.792526
"2018-11-05",48.55373,102.842407,40.862911,68.889999,245.836075,127.980087,96.532562,25.624657,42.932362,127.681076
"2018-11-06",49.078785,103.043282,41.181732,68.769997,248.219025,128.31308,96.983871,25.761633,43.302704,128.293533
"2018-11-07",50.567261,107.099182,42.421623,70.339996,258.664337,130.27504,98.647461,26.062996,43.531952,129.993744
"2018-11-08",50.390827,106.898323,42.899849,69.75,260.566864,130.77005,99.443848,26.364355,43.496689,129.088791
"2018-11-09",49.419212,104.812965,41.721973,68.68,260.472626,130.806046,98.479317,26.044729,43.805298,130.103424
"2018-11-12",46.929764,102.230209,40.402386,67.889999,256.545166,131.05806,96.408699,25.341558,43.972832,129.801758
"2018-11-13",46.460876,102.297127,39.959568,68.410004,253.568848,130.212051,96.975014,25.350691,43.964016,129.344757
"2018-11-14",45.148476,100.846466,39.259914,68.120003,249.556442,129.825073,94.975166,24.848425,43.875839,129.591553
"2018-11-15",46.262688,103.065727,41.42086,68.080002,249.537659,130.050079,97.399742,25.478539,43.858212,130.889557
"2018-11-16",46.775082,104.036041,41.048889,69.139999,255.348907,131.391052,97.328964,25.341558,44.23735,132.123581
"2018-11-19",44.921288,100.510216,40.517517,68,250.583099,132.957092,98.072281,25.341558,44.537136,130.852966
"2018-11-20",42.775036,97.714523,39.401619,66.57,246.297607,131.805023,95.96624,25.00367,43.540771,130.935272
"2018-11-21",42.726704,99.059532,39.755875,66.779999,245.402817,127.791039,95.249474,24.903219,42.967628,131.090652
"2018-11-23",41.641495,99.021095,39.445908,67.07,246.410599,128.00708,94.373428,24.629253,43.223343,131.163803
"2018-11-26",42.204643,102.28756,40.358101,67.489998,250.686691,128.043289,96.683006,25.168045,43.091087,132.004745
"2018-11-27",42.112801,102.931213,40.845196,67.489998,255.386597,129.718903,97.090034,25.332424,43.531952,132.736038
"2018-11-28",43.732147,106.754883,41.881378,68.919998,264.616882,132.635345,98.169624,25.962543,43.831745,133.138245
"2018-11-29",43.396198,105.861412,41.925667,68.68,266.12381,132.100983,97.3909,25.60639,43.529591,132.617203
"2018-11-30",43.161758,106.533928,42.395046,68.449997,265.849792,133.051956,98.390839,25.935141,44.791565,131.949921
"2018-12-03",44.669926,107.686775,43.165543,67.800003,270.545898,132.427048,99.319977,26.062996,44.16058,132.214996
"2018-12-04",42.704948,104.257004,41.934513,66.57,263.194763,132.264008,94.886688,24.64752,44.06282,131.054077
"2018-12-06",42.228809,104.900681,42.855576,67.300003,261.58847,132.155289,93.081497,24.133265,43.885071,130.926117
"2018-12-07",40.723057,100.702354,41.12859,65.690002,254.341248,131.720551,91.4002,23.352695,43.627346,129.152756
"2018-12-10",40.991341,103.363548,41.500561,65.730003,251.83728,131.566559,89.69236,22.737429,43.760651,129.335602
"2018-12-11",40.756901,104.324242,41.70425,65.529999,252.489349,132.689697,88.816322,22.57213,44.027271,129.847488
"2018-12-12",40.870499,104.795013,41.996513,66.099998,255.720779,133.233124,89.391518,22.517035,43.742882,130.907822
"2018-12-13",41.317623,105.150467,42.040783,66.360001,257.147583,133.903381,89.480003,22.406832,43.965057,131.59343
"2018-12-14",39.995556,101.864822,40.579502,65.650002,250.410599,120.462318,88.745544,22.480301,43.849522,129.244156
"2018-12-17",39.623344,98.848183,39.144794,64.809998,243.843719,116.966179,87.612885,22.471117,42.95192,128.713989
"2018-12-18",40.138165,99.885757,39.02079,64.779999,239.024857,118.125511,87.196983,22.471117,42.943035,128.659149
"2018-12-19",38.886189,99.616753,38.206017,64.870003,236.51149,115.580414,86.090874,22.204803,42.569763,128.622604
"2018-12-20",37.904903,97.522392,37.630371,64.260002,229.075333,116.178223,85.347572,22.140524,42.249821,128.997375
"2018-12-21",36.430569,94.371231,37.063553,61.93,225.201355,116.015175,83.330032,21.460972,42.276489,128.064987
"2018-12-24",35.487965,90.432281,35.673119,60.799999,220.099045,111.260071,81.533699,20.873251,40.845646,126.565903
"2018-12-26",37.98708,96.60968,37.612656,63.009998,229.935181,114.765259,84.913979,22.140524,41.716595,128.448929
"2018-12-27",37.740547,97.205338,38.002335,62.650002,232.410736,115.399292,85.869644,22.379286,42.240944,129.04306
"2018-12-28",37.759884,96.446381,37.878342,63.240002,232.665848,115.272484,85.683823,22.397655,41.947662,129.04306
"2018-12-31",38.124847,97.580017,38.374283,63.610001,235.3871,116.884682,86.382881,22.627228,42.080975,129.618942
"2019-01-02",38.16835,97.147713,38.03775,65.260002,230.067474,115.70723,87.878357,22.921089,41.707706,127.45253
"2019-01-03",34.366497,93.573837,36.654392,65.019997,223.793503,113.868599,86.62944,22.553764,41.44997,126.236816
"2019-01-04",35.833584,97.92588,38.305492,67.489998,226.410782,115.779686,89.823067,23.490448,42.276489,127.31543
"2019-01-07",35.753819,98.050766,38.564316,68.440002,226.845428,115.036995,89.885544,23.472078,41.725487,126.629868
"2019-01-08",36.435402,98.761696,38.876682,67.769997,229.878479,117.708893,89.716034,23.426167,42.196503,128.174667
"2019-01-09",37.054142,100.173965,38.662495,67.720001,230.209198,116.775993,89.564377,23.655743,41.387764,126.492737
"2019-01-10",37.172565,99.530273,38.591095,67.959999,231.371353,117.48246,89.555443,23.628193,41.832127,127.818184
"2019-01-11",36.807602,98.761696,38.814217,69,234.017014,117.518707,89.127251,23.903687,42.072083,128.942535
"2019-01-14",36.254135,98.041168,38.564316,67.910004,234.385544,116.187271,90.046112,24.215916,41.903229,128.010147
"2019-01-15",36.996132,100.88488,39.287228,67.139999,242.709839,117.165443,90.706223,24.38121,42.276489,129.015671
"2019-01-16",37.448105,101.240349,39.233681,66.690002,247.046814,115.969879,91.437737,26.126005,41.698822,128.247818
"2019-01-17",37.670456,101.951302,39.456802,66.25,245.450012,116.920914,91.812408,26.621895,41.823242,129.929764
"2019-01-18",37.902493,103.478813,40.188641,66.959999,250.864105,118.370071,93.302162,26.90657,42.312038,129.929764
"2019-01-22",37.051723,101.52858,39.965519,66.830002,251.043625,116.658249,91.830231,26.71372,42.409794,130.642761
"2019-01-23",37.201565,102.51812,40.572414,67.800003,252.300278,116.658249,91.598297,26.557613,42.898594,131.200363
"2019-01-24",36.906704,102.028137,40.706291,68.660004,251.459442,115.055107,91.651833,26.70454,42.383129,130.624451
"2019-01-25",38.129681,102.96003,41.170376,68.480003,253.27359,116.141975,92.231697,27.163696,42.098747,130.249695
"2019-01-28",37.776814,100.952141,40.831234,67.620003,252.064087,116.83033,92.668785,27.209618,41.920998,130.578766
"2019-01-29",37.385258,98.896202,41.018654,67.779999,252.602722,118.044006,92.927498,26.989216,42.125404,131.154678
"2019-01-30",39.939972,102.201065,41.688023,68.32,255.465668,119.230522,93.141617,26.695358,42.534214,132.160172
"2019-01-31",40.227589,100.327675,42.205662,69.620003,255.304977,120.534798,92.329803,26.144367,42.77417,139.536926
"2019-02-01",40.246918,98.742485,42.250286,69.629997,253.906647,121.54921,92.668785,26.06172,43.280746,138.458282
"2019-02-04",41.390137,101.58622,42.259212,69.410004,253.424774,120.353653,92.998856,26.520874,43.769539,139.756302
"2019-02-05",42.098293,103.008102,42.178883,66.849998,251.629486,120.353653,92.588501,26.429047,43.778431,139.829453
"2019-02-06",42.112801,101.864822,42.375229,66.940002,254.643616,120.462318,92.5439,26.383131,43.778431,138.293732
"2019-02-07",41.315208,101.134682,41.679096,68.279999,254.171204,119.601875,91.330688,25.933153,43.92062,140.469284
"2019-02-08",41.363758,101.518967,42.116413,68.379997,247.462585,119.918854,90.420769,25.979071,43.991718,141.657623
"2019-02-11",41.125881,101.115463,42.464485,68.440002,242.964996,119.556587,89.992577,26.089272,44.089481,140.981216
"2019-02-12",41.480263,102.69104,42.74115,69.599998,248.974365,121.512978,91.526955,26.346397,44.133919,140.780075
"2019-02-13",41.307926,102.614174,42.393082,69.07,249.257828,121.775597,91.964073,26.355585,44.249451,142.516876
"2019-02-14",41.458416,102.700653,43.196327,70.5,250.703522,121.648811,91.366371,26.070906,40.516819,141.685043
"2019-02-15",41.366184,103.968796,44.115585,72.050003,256.183777,123.523697,94.158562,26.732094,40.205757,143.888016
"2019-02-19",41.489971,103.920753,44.311928,72.519997,255.503418,122.89872,93.828484,26.750456,39.841389,143.778305
"2019-02-20",41.756973,103.380447,44.294079,72.75,254.653091,123.496529,94.28344,27.007586,40.081348,143.641205
"2019-02-21",41.521526,105.560966,44.097733,73.410004,251.714493,122.65419,94.087189,26.897388,40.756775,144.180527
"2019-02-22",41.985149,107.066071,44.722469,73.199997,252.385345,123.722954,93.667923,26.70454,40.241314,144.235352
"2019-02-25",42.290981,107.664261,45.329365,73.050003,250.013733,124.178825,94.6492,26.879021,39.939156,143.010483
"2019-02-26",42.315262,108.407173,45.677433,72.529999,248.483032,124.096764,93.92662,26.897388,39.716969,143.522385
"2019-02-27",42.446327,108.223839,46.04335,72.120003,236.294174,123.877953,93.810654,27.117783,39.939156,142.526001
"2019-02-28",42.028839,108.088776,46.203995,72.209999,228.867462,124.579964,93.096977,26.840879,40.294636,142.737198
"2019-03-01",42.470608,108.571182,45.882702,72.339996,232.580811,126.139069,93.159431,27.053171,40.330181,143.493408
"2019-03-04",42.684204,108.310684,45.65958,71.650002,223.009232,126.257584,92.945343,26.794733,40.570145,143.853073
"2019-03-05",42.606537,107.770393,45.784531,71.410004,228.121002,126.522003,92.873978,26.840879,40.525707,144.609253
"2019-03-06",42.361374,107.818634,46.114742,70.779999,225.891129,126.813728,92.52607,26.619358,40.392403,145.697433
"2019-03-07",41.871071,106.506454,45.775604,71.32,223.651718,126.038773,91.85701,26.351692,40.241314,146.582764
"2019-03-08",41.970577,106.622246,45.57925,70.650002,225.064972,125.874649,91.892693,26.443991,39.850277,146.33374
"2019-03-11",43.424534,108.860634,46.337868,71.470001,230.623108,126.330544,93.088081,26.711662,41.041161,147.818481
"2019-03-12",43.91243,109.622826,46.543148,71.699997,233.212433,126.895813,92.811531,26.711662,40.925621,147.043839
"2019-03-13",44.106609,110.471878,46.935833,72.25,239.254288,127.105484,93.123749,27.034714,41.076714,148.325684
"2019-03-14",44.596924,110.558701,47.06971,72.339996,240.221725,125.838188,93.97123,27.191618,40.969139,148.906662
"2019-03-15",45.177059,111.832283,47.480251,73.459999,238.448059,125.455269,95.050629,27.043941,40.610538,150.557373
"2019-03-18",45.638248,113.433884,47.75692,73.68,241.862595,125.063187,95.621574,27.523903,40.709152,150.548187
"2019-03-19",45.276573,113.511063,47.578434,72.589996,243.882858,126.221115,95.273643,27.366989,40.843624,150.123962
"2019-03-20",45.67223,113.385643,47.533794,72.059998,237.594421,125.172585,93.239708,26.434759,40.81673,150.216202
"2019-03-21",47.354351,115.990662,48.14069,72.260002,239.036133,125.911125,91.767807,26.01018,40.798798,151.073822
"2019-03-22",46.373718,112.932175,47.06971,71.900002,234.360107,124.826172,88.993469,24.930269,41.175327,150.123962
"2019-03-25",45.813007,113.520737,47.060776,72.309998,234.141953,124.55262,88.253014,24.773355,41.264977,150.253052
"2019-03-26",45.33968,113.761917,47.507027,73.339996,230.850693,126.339653,89.136177,25.114866,41.811829,152.37413
"2019-03-27",45.747471,112.662033,47.426704,72.239998,229.257278,126.458153,88.832878,24.948729,41.784931,150.79715
"2019-03-28",45.808155,112.816406,47.623047,69.150002,229.750458,126.622269,89.840912,25.225628,41.758041,151.055374
"2019-03-29",46.106712,113.790863,48.185326,69.099998,234.521347,127.45195,90.304787,25.465611,42.009045,150.880157
"2019-04-01",46.419838,114.832863,49.068882,69.970001,232.889984,126.713432,93.346756,26.342463,41.883545,150.658844
"2019-04-02",47.09462,114.996895,49.345547,69.730003,231.818176,125.555534,93.792816,26.647053,41.749073,151.147598
"2019-04-03",47.417458,115.749451,49.648991,69,233.17453,125.063187,93.980148,26.619358,41.399448,150.40062
"2019-04-04",47.499992,115.160904,49.523254,70.050003,234.644669,123.604439,94.888031,26.905493,41.668385,150.151642
"2019-04-05",47.817966,115.672264,49.586121,70.349998,235.963013,124.160599,94.663307,26.840879,41.659428,150.022522
"2019-04-08",48.570438,115.710861,49.837601,71.230003,235.93457,124.124107,94.968925,26.92395,41.731148,150.474426
"2019-04-09",48.424789,115.08374,49.559174,71.419998,235.972519,123.604439,94.267799,26.665512,41.838711,150.317612
"2019-04-10",48.696644,115.9617,50.133987,72.160004,233.354706,123.613548,94.690277,26.831652,41.811829,150.253052
"2019-04-11",48.291283,116.096786,49.936398,73,223.291321,123.276207,95.490303,26.831652,41.87458,150.612732
"2019-04-12",48.27187,116.694962,50.55611,73.709999,211.719849,123.978249,99.966827,27.846952,41.901478,150.50206
"2019-04-15",48.359257,116.791458,50.798615,73.790001,218.340256,124.470558,98.825233,27.542362,42.13456,150.907837
"2019-04-16",48.364105,116.521309,51.148888,74.099998,209.576309,125.838188,99.86795,27.579281,42.089745,149.782745
"2019-04-17",49.305901,117.486115,50.57407,72.459999,205.668549,126.294083,102.744431,27.717731,42.385563,149.506088
"2019-04-18",49.483101,119.029839,50.6549,73.75,210.325592,125.382324,101.989357,27.717731,42.564873,150.382187
"2019-04-22",49.645729,119.406128,50.601025,73.720001,215.409454,125.664978,102.115204,27.736189,42.493149,149.930298
"2019-04-23",50.361782,121.027008,50.915363,73.75,218.700714,127.552246,102.241051,27.75465,43.219299,151.055374
"2019-04-24",50.284115,120.612152,51.086014,73.330002,218.482559,126.91404,102.070267,27.708504,43.013111,151.359711
"2019-04-25",49.827778,124.606491,50.59203,72.709999,218.899902,127.324295,102.124199,27.763884,42.887596,151.396591
"2019-04-26",49.589909,125.320465,50.18787,72.919998,224.789902,127.998985,102.897247,28.013092,43.264122,153.526855
"2019-04-29",49.66515,125.204689,50.412415,73.599998,225.216751,127.497551,104.38044,28.400749,43.407562,153.213318
"2019-04-30",48.708782,126.005486,50.250748,72.989998,221.062439,128.737503,104.31752,28.225382,43.981312,155.518784
"2019-05-01",51.099686,123.38118,49.918434,73.580002,220.000092,129.421326,103.517487,27.930021,43.559963,154.153961
"2019-05-02",50.767143,121.76992,49.34362,73.610001,220.47435,128.81044,103.74221,28.151545,43.380665,153.434662
"2019-05-03",51.398258,124.365288,49.34362,74.739998,220.000092,129.476013,104.38044,28.345369,43.676506,155.408157
"2019-05-06",50.604515,123.64167,49.029278,74.459999,228.109619,129.548996,103.454575,28.123852,43.452385,154.34761
"2019-05-07",49.240368,121.104195,48.005405,74,225.785843,127.616058,101.764633,27.616203,43.031044,154.467529
"2019-05-08",49.250084,121.094543,48.023365,72.629997,226.829147,127.45195,101.225296,27.505444,42.896561,155.297455
"2019-05-09",48.720917,121.084908,47.529388,74.25,225.709946,126.485504,101.144394,27.422371,42.493149,156.099808
"2019-05-10",48.045971,122.657547,47.924568,75.230003,228.194962,126.777275,101.135399,27.302382,43.201374,156.800659
"2019-05-13",45.253563,119.010536,46.074409,73.419998,227.208572,125.090553,98.384758,26.074791,43.075863,156.062897
"2019-05-14",45.96994,120.341988,46.721069,73.599998,224.249283,124.744102,99.166817,26.4163,43.649612,155.942993
"2019-05-15",46.520622,122.036682,47.098282,74.629997,223.917328,124.826172,98.789268,26.111708,44.088886,156.819107
"2019-05-16",46.315945,124.854691,50.232777,75.379997,224.590744,126.011436,100.056725,26.388611,44.447479,157.510742
"2019-05-17",46.052792,124.021881,50.610001,75.370003,228.944275,126.376137,99.571327,26.213236,44.106815,156.597778
"2019-05-20",44.612732,122.230362,50.304626,78.290001,233.316788,126.202888,100.092674,26.213236,43.793041,156.302673
"2019-05-21",45.467995,122.888863,50.762676,77.150002,237.063278,125.92939,100.434258,26.480909,43.568932,156.256561
"2019-05-22",44.537186,123.634521,50.017231,76.349998,236.494141,126.512878,99.616272,26.296312,44.510227,155.445007
"2019-05-23",43.776951,122.191605,48.670021,76.010002,233.800507,127.45195,97.656647,25.622519,44.689533,154.919403
"2019-05-24",43.608826,122.249733,48.831688,77.269997,234.872269,127.461143,98.618469,26.01018,44.474373,156.754532
"2019-05-28",43.428509,122.172249,48.436512,75.910004,229.589249,125.827148,97.548798,25.751736,44.017166,156.173553
"2019-05-29",43.221394,120.990822,47.762905,76.129997,229.911713,120.557953,97.279121,25.613291,43.577888,154.172394
"2019-05-30",43.44556,121.755844,48.113174,76.029999,230.955048,121.273964,96.236382,25.068716,44.151638,156.173553
"2019-05-31",42.658524,119.770653,46.730049,73.440002,229.342651,120.392731,95.247589,24.551838,44.04406,154.983932
"2019-06-03",42.227238,116.05201,46.505516,74.199997,224.37262,120.658943,95.697052,24.625675,44.806072,156.616226
"2019-06-04",43.772076,119.267075,47.807812,75.690002,228.356247,122.761108,98.645454,25.770197,44.823994,154.60582
"2019-06-05",44.47871,121.852684,49.172981,76.290001,230.26268,123.357796,98.99601,25.760971,45.523254,156.680756
"2019-06-06",45.131737,123.779808,49.487328,75.949997,229.361618,125.469124,99.211746,25.872326,46.079071,157.778183
"2019-06-07",46.333004,127.246597,50.232777,77.029999,234.056564,127.185738,98.124084,25.547533,46.15976,159.945328
"2019-06-10",46.925114,128.408722,50.672871,76.669998,235.356033,127.61721,99.184792,26.048645,46.061142,159.318222
"2019-06-11",47.468483,127.924492,51.292587,75.459999,233.202972,128.314896,99.490417,26.206404,46.016319,159.161469
"2019-06-12",47.317413,127.333778,50.169903,75.379997,231.903549,130.05899,98.222954,25.937288,46.294228,160.590866
"2019-06-13",47.307663,128.137558,50.448326,74.449997,232.339844,129.168564,98.465668,25.928007,46.194847,159.539597
"2019-06-14",46.964104,128.263458,49.172981,74.900002,233.759338,128.599442,98.717361,26.020807,46.357471,158.792603
"2019-06-17",47.244316,128.650787,49.756771,75.269997,234.330978,128.002777,98.178009,25.918728,45.95993,157.390839
"2019-06-18",48.355427,130.887787,50.340561,76.440002,234.073715,128.727921,99.517387,26.559042,45.75214,157.003555
"2019-06-19",48.214092,131.401001,50.412415,78.279999,238.351257,128.929901,98.798256,26.280638,46.185806,158.681931
"2019-06-20",48.601528,132.621185,51.562023,77.93,236.036224,130.545547,99.049942,26.234245,46.673691,159.327469
"2019-06-21",48.435844,132.640564,51.220737,75.699997,240.342361,130.435379,98.375793,26.095047,46.574306,158.562042
"2019-06-24",48.3871,133.424927,51.35545,75.540001,237.827286,131.325806,97.674637,25.965128,46.908588,160.968979
"2019-06-25",47.653671,129.212463,50.3675,74.580002,235.940979,132.409027,96.865631,25.760971,46.764027,159.723999
"2019-06-26",48.68438,129.69664,50.83453,73.040001,231.949265,130.215103,97.512833,25.900169,46.185806,158.608154
"2019-06-27",48.669758,129.909683,50.053154,73.290001,234.683426,129.150208,97.836433,26.178564,46.14967,158.257736
"2019-06-28",48.226288,129.725708,49.155018,74.139999,232.463699,127.855881,100.497185,26.911674,46.005112,158.912491
"2019-07-01",49.110786,131.391342,49.163998,74.150002,231.158524,127.929314,102.187119,27.301432,46.619473,157.63063
"2019-07-02",49.398315,132.262878,50.125011,75.480003,232.425583,128.544312,102.294975,27.050873,46.962795,160.129776
"2019-07-03",49.807678,133.115082,51.046886,75.82,233.606949,130.481308,102.132034,26.958076,47.071217,161.872711
"2019-07-05",49.763817,132.727737,51.155342,76.230003,235.302689,129.04007,102.738564,27.152952,47.080254,159.198349
"2019-07-08",48.737984,132.63089,50.784782,75.629997,236.112442,129.407257,102.177315,27.097273,46.980873,159.714783
"2019-07-09",49.035255,132.146744,50.920357,75.150002,234.359558,129.811157,102.611832,27.236475,46.610447,158.562042
"2019-07-10",49.520142,133.492767,51.634361,78.629997,235.769485,129.627548,102.313103,26.930237,46.818241,159.04158
"2019-07-11",49.159523,134.025345,51.78801,78.260002,248.80217,128.617783,103.290787,27.24575,47.01701,159.106125
"2019-07-12",49.537212,134.509567,52.375484,79.449997,253.317871,123.284355,104.37709,27.329271,47.089283,157.012756
"2019-07-15",50.002605,134.509567,52.465862,79.309998,253.375031,123.660721,103.109726,27.115833,47.09832,157.556854
"2019-07-16",49.829609,132.747086,52.077225,79.040001,252.136581,121.632004,104.214149,26.902395,47.107353,156.920532
"2019-07-17",49.549389,131.962723,51.706665,78.93,254.032364,121.044479,103.191208,27.087994,47.143494,157.575287
"2019-07-18",50.112255,132.107925,52.18568,77.970001,248.268692,121.237251,103.806786,27.357109,47.007973,157.649063
"2019-07-19",49.364204,132.301605,51.842236,77.43,244.505569,119.621605,102.783821,27.282869,46.429749,157.335541
"2019-07-22",50.492374,134.054413,52.176636,77.660004,243.238525,118.088585,103.444664,27.440628,46.276154,156.560883
"2019-07-23",50.887108,134.887238,52.158562,78.139999,242.943192,118.272186,105.336678,28.071661,49.085972,156.15509
"2019-07-24",50.845695,136.272018,51.724743,80.610001,239.246796,119.135086,105.762161,28.461416,48.589058,154.273849
"2019-07-25",50.443642,135.758789,51.173412,79.910004,236.931763,120.365173,104.748253,28.155182,47.947594,150.612732
"2019-07-26",50.61908,136.872452,51.092079,84.25,240.971115,120.007149,105.209946,28.554214,48.94141,152.235794
"2019-07-29",51.091785,136.57222,51.453602,82.379997,241.809494,122.109337,104.875,28.32222,48.778793,154.845612
"2019-07-30",50.872494,135.913727,51.037849,81.300003,242.866943,121.246422,104.639618,28.665575,48.534851,155.057693
"2019-07-31",51.910503,131.962723,50.070778,79.730003,237.227081,119.538994,105.010788,28.470697,47.550064,153.895737
"2019-08-01",50.787205,133.696091,50.061737,79.309998,237.455734,119.603264,102.240685,27.36639,47.007973,155.703232
"2019-08-02",49.712639,132.572769,48.127598,77.730003,238.21788,120.319283,102.231613,27.264311,47.279026,153.840439
"2019-08-05",47.110298,128.031036,46.428444,76.190002,233.463989,119.483932,99.189934,26.057926,46.664646,150.575851
"2019-08-06",48.002113,130.432663,47.540127,77.279999,236.531616,120.043884,99.968452,26.373444,47.224808,151.000061
"2019-08-07",48.499191,131.003967,47.305138,76.480003,234.788223,119.529831,97.795837,25.881607,48.046974,152.088226
"2019-08-08",49.568874,134.499863,48.046253,77.900002,235.902893,120.879234,99.452446,26.336325,48.50774,152.817841
"2019-08-09",49.160419,133.357208,47.386471,77.519997,236.865082,121.209717,99.343826,26.289923,48.263813,152.948639
"2019-08-12",49.035667,131.497864,46.582092,76.940002,231.692001,121.108734,97.478973,25.649612,48.065037,153.882858
"2019-08-13",51.112251,134.21907,47.648582,77.620003,237.427185,122.476517,98.981712,25.723846,48.336086,153.135468
"2019-08-14",49.590897,130.177155,45.741554,76.93,231.692001,119.575706,94.871819,24.517464,47.875313,152.070496
"2019-08-15",49.343857,129.88562,41.800972,77.269997,232.692307,119.832748,95.23391,24.359709,48.670364,154.742325
"2019-08-16",50.508114,132.266113,42.442669,77.75,234.064209,120.585487,97.51519,25.083538,49.158249,156.657455
"2019-08-19",51.449791,134.4814,43.834518,78.230003,233.130569,121.402473,98.393303,25.306253,49.411221,155.88208
"2019-08-20",51.452236,133.364044,43.319366,77.68,228.795868,119.88784,97.144012,24.795858,48.679413,155.732574
"2019-08-21",52.009903,134.850586,44.078552,78.18,228.976898,120.741547,97.415611,24.990742,48.87817,156.975067
"2019-08-22",51.965881,133.869263,43.545315,77.790001,221.917526,120.502869,98.420456,25.232018,49.23053,157.087189
"2019-08-23",49.563984,129.603867,42.126343,76.480003,219.745392,117.25322,95.97625,24.563864,48.552917,155.424286
"2019-08-26",50.505672,131.605408,42.569206,78.059998,220.145538,118.196587,96.745712,24.851542,49.275707,156.00351
"2019-08-27",49.935768,131.887161,42.289024,77.120003,212.38118,119.898315,95.722755,24.563864,49.438332,157.657043
"2019-08-28",50.270859,131.71225,42.361324,77.059998,216.592041,119.01046,96.682327,24.916496,49.790684,157.909302
"2019-08-29",51.12204,134.199615,42.722843,78.010002,219.707275,118.603523,98.873077,25.361931,49.736473,159.30127
"2019-08-30",51.056,133.947006,42.307098,78.050003,222.927338,118.714523,99.452446,25.528971,49.727448,160.011246
